city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Los Angeles Highlights Full-day Tour,"This seven-hour experience will offer you the opportunity to spend time in some of Los Angeles's most famous neighbourhoods and attractions. During the tour, you will stop in four different areas of the city – Santa Monica Pier, Farmers Market, Griffith Observatory and the Hollywood Walk of Fame – where you will have a full hour at each spot to sightsee however you choose. At Santa Monica, you'll be able to walk along the pier and take in views of the Pacific Ocean. In Farmers Market, you can enjoy lunch before shopping at The Grove. While visiting Griffith Observatory, you can snap photos of the Hollywood Sign or browse its science displays. And at the Walk of Fame, you'll be close to Dolby Theater, which hosts the Academy Awards.",[],"['Driver-guide', 'Hotel pickup and drop-off (selected areas)', 'Live commentary on board']","['Tips', 'Parking charges']",['Suitable for all fitness levels'],"['Please arrive at least 15 minutes before the activity starts.', 'Please arrive at least 15 minutes before the activity starts.']","Departure pointSunset Blvd 6437, Los Angeles, CA, 90028Please note that a pickup and drop-off service is available from hotels in Hollywood, West Hollywood and Beverly Hills. After booking, please contact the tour provider to arrange your pickup."
Hike to the Hollywood Sign,"During this experience, you'll get to walk to the top of the Hollywood sign. You'll be led by a local guide who knows the best routes. As they guide you to the sign, they'll share stories and interesting facts about this famous location. They'll also show you how to take memorable photographs in some of the best locations throughout Griffith Park. You'll have the chance to take panoramic shots of  Los Angeles and The San Fernando Valley, and they'll also ensure you get a picture in front of the sign from a secret photo spot.",[],"['WiFi hotspot to call an Uber or Lyft', 'Bottled water', 'Street Parking']",['Tips'],"['Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.', 'Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure point6301 Innsdale Trl, Los Angeles, CA, 90068Meet your guide at the Smokey The Bear Sign at the beginning of the Innsdale Trail.

Please do not knock, disturb or ring the doorbell of 6301 Innsdale Drive. 

Please make sure you have the right address and that it looks like the picture. Uber/Lift drivers often get lost so it is important to ensure that you are in the right place before getting out. Allow extra time for traffic."
Madame Tussauds Hollywood Ticket,"With this ticket, you'll get to visit Madame Tussauds Hollywood – a notable wax museum with figures of popular celebrities. You can get up close and pose for a photo with statues of famous people from the world of sports and entertainment like Kobe Bryant, Johnny Depp, Rihanna and more. Through this visit, you'll learn more about the process of making life-like wax statues. You can also upgrade your ticket with an entry to the MARVEL Universe 4D cinema to enjoy a thrilling movie experience featuring superheroes.",[],,,[],"['What guests loved mostSee all reviews', 'What guests loved mostSee all reviews', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","Madame Tussauds Hollywood TicketMadame Tussauds Hollywood, 6933 Hollywood Blvd, Hollywood, Los Angeles, CA"
Two Hour Kayak and Snorkel Tour for Two in La Jolla,"Guests get to kayak out into the La Jolla Ecological Reserve with trained professional guides to take them to various snorkel sports in the La Jolla Ecological Reserve (spot depends on safety and may change depending on the day.)Once the group arrivals at chosen snorkel spot, the guides will till all of the kayaks together with rope and drop a sea anchor, so the kayaks are stationary, and the guests get to hop out and snorkel in the majestic waters of the La Jolla Ecological Reserve. After the snorkeling portion, guests kayak back to the launching point. Entire duration last two hours.No snorkel experience necessary but preferred. Must be a comfortable swimmer in the ocean to participate.",[],"['Snorkel, Mask and Finns, Life Jacket, Paddle and Two Person Kayak']","['Concessionaire Percentage Fee', 'Wetsuits are not included but not mandatory but have them available for Rent for $12.00 per Wetsuit', 'Lockers are available for rental ($6.00) and will be handled at check in.']",[],[],"Departure point2261 Avenida De La Playa, Avenida De La Playa 2261, La Jolla, San Diego, 92037"
Disneyland Resort Park Hopper Tickets,"Before you buy1Check availabilityGo to Park availability calendar to check if your desired date is available.2Buy ticketsBe sure that the ticket dates match with the park’s availability.3Complete reservationAfter receiving your ticket, create an account with Disney to reserve your park dates.",[],['Disneyland® Park and/or Disney California Adventure® Park'],"['Parking', 'MaxPass']",[],"['Please ensure your desired date and theme park are currently available before purchasing tickets. This can be done using the official Disney website. It is recommended to make your theme park reservations immediately after receiving your tickets. \rChildren aged 0–2 years can participate for free.\rPlease allow at least four hours for your ticket to arrive.\rWith the Park Hopper ticket, you will be able to visit both parks on the same day. After selecting which park you wish to visit first, you’ll be able to enter the second park after 13:00.\rA valid ticket and date-specific reservation from the Disneyland website are required to enter the parks. Separate park reservations will be needed for each day when purchasing multi-day tickets.\rShow more', 'Show more']","Disneyland Resort Park Hopper Tickets1313 Disneyland Dr., Anaheim, CA, 92802"
Universal Express Pass at Universal Studios Hollywood,"With the Universal Express Ticket, you'll receive full-day admission to the park and express access to each ride and attraction, along with priority seating at select shows. Highlights include Illumination’s Despicable Me Minion Mayhem, Fast & Furious – Supercharged and Transformers: The Ride 3D. You can also enter the world of Harry Potter by wandering through Hogwarts Castle, visiting the shops of Hogsmeade or taking a ride on Harry Potter and the Forbidden Journey.  In Super Nintendo World, you can race along classic Mario Kart courses alongside iconic characters like Mario, Luigi and Princess Peach. As an added bonus, you'll have the chance to tour the Universal Studios Lot and take a behind-the-scenes look at how Hollywood movies are made.","['Express access to rides, attractions and select shows', 'Chance to explore the sights of Universal Studios Lot', 'Opportunity to see the Wizarding World Of Harry Potter']","['One-day admission to Universal Studios Hollywood', 'One-time express access to each ride and attraction', 'One-time priority seating at live shows']",,"['Visitors must show a valid photo ID.', 'Passport needed']","[""This ticket is very popular with guests, so it's recommended to purchase it in advance of your visit to guarantee availability on your chosen date.\rUniversal Express ticket includes one-day General Admission, one-time (per day) express access to each ride (excluding Mario Kart; Bowser Challenge – opening early 2023), attraction, seated show, and one-time (per day) reservation-free entry into Super Nintendo World (opening early 2023) when reservations are required to enter the land. Express access is a separate line with a shorter wait time at participating rides, attractions, and seated shows. Please note that this does not apply to food and retail locations or non-seated shows. \rBy using this ticket, you agree to the terms and conditions associated with this ticket. The ticket is valid on the above, printed, date and time only (Pacific Time). The ticket is non-transferable, non-refundable and non-exchangeable. The ticket may not be altered, copied, transferred or resold. This ticket is only valid for the person named on it, or when accompanied by the person named on it. The ticket cannot be combined with other offers, separately ticketed events, discounts, Halloween Horror Nights or sightseeing tours. By accepting admission, you assume all inherent risks and agree to release Universal and its affiliates from liability for illness (including communicable/infectious diseases), loss, injury, or damage related to your purchase or visit.\rUniversal reserves the right to revoke the licence granted by this ticket. \rPark, rides/shows/attractions, entertainment, experience details and/or access to events may be restricted or unavailable due to capacity/closures/other factors and benefits/restrictions. \rShow more"", 'Show more']","Universal Express Pass at Universal Studios Hollywood100 Universal City Plaza, Universal City, Los Angeles, CA, 91608"
